chr1	8035521	8035522	8035521	8035522	1.0
chr1	8035521	8035522	8035521	8035522	1.0
chr1	8035521	8035522	8035521	8035522	1.0
chr1	9781944	9781945	10270401	10270402	0.665984
chr1	9978901	9978902	10270401	10270402	0.580662
chr1	9987134	9987135	10270401	10270402	0.605755
chr1	9987134	9987135	10270401	10270402	0.665984
chr1	9988060	9988061	10270401	10270402	0.605755
chr1	9988060	9988061	10270401	10270402	0.665984
chr1	9988423	9988424	10270401	10270402	0.605755
chr1	9988423	9988424	10270401	10270402	0.665984
chr1	9992426	9992427	10270401	10270402	0.530262
chr1	9992426	9992427	10270401	10270402	0.665984
chr1	9997581	9997582	10270401	10270402	0.605755
chr1	9997581	9997582	10270401	10270402	0.665984
chr1	10005295	10005296	10270401	10270402	0.633031
chr1	10005295	10005296	10270401	10270402	0.665984
chr1	10007822	10007823	10270401	10270402	0.665984
chr1	10008012	10008013	10270401	10270402	0.605755
chr1	10008012	10008013	10270401	10270402	0.665984
chr1	10008364	10008365	10270401	10270402	0.605755
chr1	10008364	10008365	10270401	10270402	0.665984
chr1	10008525	10008526	10270401	10270402	0.605755
chr1	10008525	10008526	10270401	10270402	0.665984
chr1	10012310	10012311	10270401	10270402	0.605755
chr1	10012310	10012311	10270401	10270402	0.665984
chr1	10013077	10013078	10270401	10270402	0.665984
chr1	10014172	10014173	10270401	10270402	0.605755
chr1	10014172	10014173	10270401	10270402	0.665984
chr1	10014859	10014860	10270401	10270402	0.605755
chr1	10014859	10014860	10270401	10270402	0.665984
chr1	10017990	10017991	10270401	10270402	0.605755
chr1	10017990	10017991	10270401	10270402	0.665984
chr1	10022295	10022296	10270401	10270402	0.605755
chr1	10022295	10022296	10270401	10270402	0.665984
chr1	10023751	10023752	10270401	10270402	0.605755
chr1	10023751	10023752	10270401	10270402	0.665984
chr1	10028569	10028570	10270401	10270402	0.605755
chr1	10028569	10028570	10270401	10270402	0.665984
chr1	10029030	10029031	10270401	10270402	0.605755
chr1	10029030	10029031	10270401	10270402	0.665984
chr1	10029553	10029554	10270401	10270402	0.605755
chr1	10029553	10029554	10270401	10270402	0.665984
chr1	10032290	10032291	10270401	10270402	0.605755
chr1	10032290	10032291	10270401	10270402	0.665984
chr1	10033925	10033926	10270401	10270402	0.605755
chr1	10033925	10033926	10270401	10270402	0.665984
chr1	10038408	10038409	10270401	10270402	0.605755
chr1	10038408	10038409	10270401	10270402	0.665984
chr1	10039590	10039591	10270401	10270402	0.605755
chr1	10039590	10039591	10270401	10270402	0.665984
chr1	10040209	10040210	10270401	10270402	0.605755
chr1	10040209	10040210	10270401	10270402	0.665984
chr1	10043839	10043840	10270401	10270402	0.605755
chr1	10043839	10043840	10270401	10270402	0.665984
chr1	10047692	10047693	10270401	10270402	0.605755
chr1	10047692	10047693	10270401	10270402	0.665984
chr1	10048118	10048119	10270401	10270402	0.605755
chr1	10048118	10048119	10270401	10270402	0.665984
chr1	10048489	10048490	10270401	10270402	0.605755
chr1	10048489	10048490	10270401	10270402	0.665984
chr1	10055729	10055730	10270401	10270402	0.605755
chr1	10055729	10055730	10270401	10270402	0.665984
chr1	10055919	10055920	10270401	10270402	0.580662
chr1	10055919	10055920	10270401	10270402	0.665984
chr1	10056909	10056910	10270401	10270402	0.605755
chr1	10056909	10056910	10270401	10270402	0.665984
chr1	10057304	10057305	10270401	10270402	0.605755
chr1	10057304	10057305	10270401	10270402	0.665984
chr1	10057421	10057422	10270401	10270402	0.605755
chr1	10057421	10057422	10270401	10270402	0.665984
chr1	10057821	10057822	10270401	10270402	0.605755
chr1	10057821	10057822	10270401	10270402	0.665984
chr1	10058555	10058556	10270401	10270402	0.605755
chr1	10058869	10058870	10270401	10270402	0.605755
chr1	10058869	10058870	10270401	10270402	0.665984
chr1	10059108	10059109	10270401	10270402	0.605755
chr1	10059108	10059109	10270401	10270402	0.665984
chr1	10059717	10059718	10270401	10270402	0.605755
chr1	10059717	10059718	10270401	10270402	0.665984
chr1	10059909	10059910	10270401	10270402	0.536051
chr1	10059909	10059910	10270401	10270402	0.665984
chr1	10060101	10060102	10270401	10270402	0.605755
chr1	10060101	10060102	10270401	10270402	0.665984
chr1	10060386	10060387	10270401	10270402	0.605755
chr1	10060386	10060387	10270401	10270402	0.665984
chr1	10060506	10060507	10270401	10270402	0.605755
chr1	10060506	10060507	10270401	10270402	0.665984
chr1	10060575	10060576	10270401	10270402	0.605755
chr1	10060575	10060576	10270401	10270402	0.665984
chr1	10060823	10060824	10270401	10270402	0.605755
chr1	10060823	10060824	10270401	10270402	0.665984
chr1	10061037	10061038	10270401	10270402	0.605755
chr1	10061037	10061038	10270401	10270402	0.665984
chr1	10062603	10062604	10270401	10270402	0.605755
chr1	10062603	10062604	10270401	10270402	0.665984
chr1	10067116	10067117	10270401	10270402	0.649107
chr1	10067116	10067117	10270401	10270402	0.665984
chr1	10067228	10067229	10270401	10270402	0.649107
chr1	10067228	10067229	10270401	10270402	0.665984
chr1	10070035	10070036	10270401	10270402	0.649107
chr1	10070035	10070036	10270401	10270402	0.665984
chr1	10070629	10070630	10270401	10270402	0.649107
chr1	10070629	10070630	10270401	10270402	0.665984
chr1	10070821	10070822	10270401	10270402	0.649107
chr1	10070821	10070822	10270401	10270402	0.665984
chr1	10077396	10077397	10270401	10270402	0.649107
chr1	10079375	10079376	10270401	10270402	0.649107
chr1	10079375	10079376	10270401	10270402	0.665984
chr1	10079516	10079517	10270401	10270402	0.649107
chr1	10079516	10079517	10270401	10270402	0.665984
chr1	10081781	10081782	10270401	10270402	0.519231
chr1	10082513	10082514	10270401	10270402	0.649107
chr1	10082513	10082514	10270401	10270402	0.665984
chr1	10082867	10082868	10270401	10270402	0.519231
chr1	10083069	10083070	10270401	10270402	0.649107
chr1	10083069	10083070	10270401	10270402	0.665984
chr1	10086391	10086392	10270401	10270402	0.537269
chr1	10086452	10086453	10270401	10270402	0.556552
chr1	10090035	10090036	10270401	10270402	0.665984
chr1	10090035	10090036	10270401	10270402	0.707457
chr1	10093370	10093371	10270401	10270402	0.665984
chr1	10093370	10093371	10270401	10270402	0.707457
chr1	10094312	10094313	10270401	10270402	0.556552
chr1	10095626	10095627	10270401	10270402	0.665984
chr1	10095626	10095627	10270401	10270402	0.707457
chr1	10097603	10097604	10270401	10270402	0.665984
chr1	10097603	10097604	10270401	10270402	0.707457
chr1	10098849	10098850	10270401	10270402	0.665984
chr1	10098849	10098850	10270401	10270402	0.707457
chr1	10100468	10100469	10270401	10270402	0.665984
chr1	10100468	10100469	10270401	10270402	0.707457
chr1	10101272	10101273	10270401	10270402	0.665984
chr1	10101272	10101273	10270401	10270402	0.707457
chr1	10101711	10101712	10270401	10270402	0.556552
chr1	10102208	10102209	10270401	10270402	0.665984
chr1	10102208	10102209	10270401	10270402	0.707457
chr1	10102480	10102481	10270401	10270402	0.665984
chr1	10102480	10102481	10270401	10270402	0.707457
chr1	10102690	10102691	10270401	10270402	0.556552
chr1	10103576	10103577	10270401	10270402	0.556552
chr1	10106175	10106176	10270401	10270402	0.665984
chr1	10106175	10106176	10270401	10270402	0.707457
chr1	10107604	10107605	10270401	10270402	0.556552
chr1	10108183	10108184	10270401	10270402	0.556552
chr1	10109220	10109221	10270401	10270402	0.665984
